confront,0.0001700970,0.0001193829
advic,0.0000692988,0.0000842703
good,0.0032160924,0.0034410354
violenc,0.0004472920,0.0003405923
fantasi,0.0002362458,0.0001720518
tim,0.0001826967,0.0002563220
serious,0.0001984464,0.0003125022
roommat,0.0000881984,0.0000035113
advis,0.0000031499,0.0000667140
laugh,0.0007339369,0.0009339953
practic,0.0001354476,0.0001580067
fantast,0.0001795468,0.0000035113
nightmar,0.0001133980,0.0001228941
owen,0.0000629989,0.0000035113
shakespear,0.0001795468,0.0000035113
reduc,0.0000566990,0.0000035113
check,0.0001102480,0.0002036531
diseas,0.0000031499,0.0000667140
onto,0.0001480473,0.0001860968
gone,0.0002047463,0.0002949459
pollock,0.0000566990,0.0000035113
resolut,0.0000850485,0.0000035113
freddi,0.0000031499,0.0001299166
cia,0.0000566990,0.0000035113
embodi,0.0000629989,0.0000035113
memphi,0.0000031499,0.0000632027
hundr,0.0001354476,0.0001650292
harrelson,0.0000755986,0.0000737365
fortun,0.0001637971,0.0001123603
disco,0.0000031499,0.0000667140
eszterha,0.0000031499,0.0000667140
primari,0.0000755986,0.0000035113
root,0.0001543472,0.0001650292
darren,0.0000031499,0.0000772477
patrick,0.0001228478,0.0001334279
ridicul,0.0001070981,0.0004459301
hard,0.0007339369,0.0008040787
spoil,0.0000787486,0.0000737365
tiresom,0.0000031499,0.0000667140
lend,0.0000566990,0.0000737365
societi,0.0002425457,0.0001474729
caricatur,0.0000850485,0.0000035113
pilot,0.0001133980,0.0001193829
ticket,0.0001039481,0.0000983153
cheek,0.0000031499,0.0000632027
creepi,0.0001322976,0.0001369392
cheer,0.0001007982,0.0000842703
room,0.0004220924,0.0003827274
energi,0.0001826967,0.0001615180
better,0.0009922322,0.0015484659
poignant,0.0000818985,0.0000035113
well,0.0028790485,0.0023771234
wilder,0.0000566990,0.0000035113
empti,0.0000787486,0.0001509842
egoyan,0.0000850485,0.0000035113
gadget,0.0000031499,0.0000912928
expos,0.0000787486,0.0000035113
pile,0.0000031499,0.0000983153
hatr,0.0000598489,0.0000035113
satir,0.0001889966,0.0001404504
reveng,0.0001259977,0.0001650292
struck,0.0000629989,0.0000035113
tortur,0.0000755986,0.0000983153
ordel,0.0001228478,0.0000035113
block,0.0000850485,0.0000912928
hate,0.0002929448,0.0003581486
flow,0.0000787486,0.0000702252
order,0.0005165908,0.0004248625
colleagu,0.0000661488,0.0000035113
capabl,0.0000944983,0.0001018266
went,0.0002519955,0.0003054797
distant,0.0000661488,0.0000035113
crazi,0.0001480473,0.0001474729
quinn,0.0000787486,0.0000035113
gore,0.0001417475,0.0001615180
gori,0.0000629989,0.0000632027
coach,0.0000031499,0.0001369392
conceiv,0.0000566990,0.0000667140
women,0.0003401939,0.0004283738
frankli,0.0000031499,0.0001228941
raimi,0.0000787486,0.0000035113
subtitl,0.0000850485,0.0000035113
woman,0.0007150372,0.0008286575
roth,0.0000629989,0.0000667140
fuck,0.0000031499,0.0000632027
save,0.0004945411,0.0008637701
duval,0.0001007982,0.0000702252
overli,0.0000818985,0.0001193829
footag,0.0001700970,0.0001334279
matter,0.0005354904,0.0005512679
toi,0.0003496437,0.0000912928
ton,0.0000566990,0.0000702252
tom,0.0004094927,0.0003300585
top,0.0005354904,0.0005618017
too,0.0018994160,0.0023174320
have,0.0062998872,0.0083462665
ironi,0.0000629989,0.0000035113
presum,0.0000031499,0.0001158716
mickei,0.0001102480,0.0000035113
andi,0.0000881984,0.0000035113
avail,0.0001291477,0.0000877815
product,0.0005732897,0.0006566057
question,0.0006614882,0.0006706508
storytel,0.0001165479,0.0000035113
walter,0.0000944983,0.0000737365
lover,0.0001795468,0.0002071644
asian,0.0000755986,0.0000035113
spirit,0.0002519955,0.0001685405
horrifi,0.0000850485,0.0000035113
pimp,0.0000031499,0.0000948040
glimps,0.0000692988,0.0000702252
snipe,0.0000031499,0.0000983153
cheap,0.0001259977,0.0002457882
littl,0.0020191139,0.0021032451
cheat,0.0001007982,0.0000948040
regard,0.0001291477,0.0000035113
witch,0.0001385975,0.0001439617
rose,0.0002047463,0.0000737365
ain't,0.0000031499,0.0000667140
thousand,0.0001228478,0.0000877815
imit,0.0000031499,0.0000667140
spoof,0.0000031499,0.0000842703
com,0.0000031499,0.0000877815
instal,0.0001133980,0.0000912928
col,0.0000598489,0.0000035113
con,0.0000629989,0.0001580067
minor,0.0002299459,0.0001860968
cop,0.0003370440,0.0004248625
pleas,0.0001732469,0.0002457882
remot,0.0000850485,0.0001509842
upon,0.0004220924,0.0003897499
cox,0.0000629989,0.0000035113
proce,0.0000818985,0.0000737365
whenev,0.0000818985,0.0000772477
biggest,0.0002078963,0.0002176982
lai,0.0000724487,0.0000035113
function,0.0000724487,0.0000035113
west,0.0001070981,0.0003230360
worthwhil,0.0000031499,0.0000772477
plenti,0.0002173461,0.0001896081
hilari,0.0004504419,0.0001650292
actress,0.0002551454,0.0003370810
comparison,0.0001385975,0.0001404504
law,0.0003338940,0.0002317432
patriot,0.0000629989,0.0000035113
rout,0.0000692988,0.0000035113
tri,0.0005134408,0.0007619436
less,0.0006646381,0.0005828693
translat,0.0000818985,0.0000035113
welcom,0.0001196979,0.0001299166
200,0.0000031499,0.0000667140
were,0.0015119729,0.0016854051
try,0.0010142818,0.0012886326
minni,0.0000629989,0.0000035113
hawk,0.0000031499,0.0000702252
chicken,0.0001732469,0.0000035113
lauri,0.0000629989,0.0000035113
respons,0.0002015964,0.0002141869
laura,0.0000661488,0.0000035113
wound,0.0001007982,0.0000632027
teacher,0.0001984464,0.0001264054
craze,0.0000031499,0.0000948040
distanc,0.0000598489,0.0000772477
floor,0.0001417475,0.0001123603
sceneri,0.0000031499,0.0000807590
cry,0.0001039481,0.0001053378
doctor,0.0001637971,0.0002528108
mcgowan,0.0000031499,0.0000667140
leonard,0.0000692988,0.0000035113
analyz,0.0000598489,0.0000702252
spoken,0.0000881984,0.0000035113
respond,0.0000598489,0.0000035113
sport,0.0000661488,0.0001825856
angl,0.0001007982,0.0001615180
dreamwork,0.0000944983,0.0000035113
caught,0.0002110462,0.0001228941
gotten,0.0001039481,0.0000842703
conneri,0.0000031499,0.0000807590
led,0.0001889966,0.0001264054
flawless,0.0000976483,0.0000035113
absorb,0.0000818985,0.0000035113
lee,0.0003401939,0.0003370810
pitt,0.0000724487,0.0000912928
thirti,0.0000818985,0.0001369392
enhanc,0.0000755986,0.0000667140
concern,0.0002299459,0.0001580067
leg,0.0000787486,0.0001018266
mountain,0.0000818985,0.0001088491
leo,0.0000031499,0.0000842703
let,0.0006929876,0.0007338535
piti,0.0000629989,0.0000035113
state,0.0004441420,0.0003370810
press,0.0001196979,0.0001544955
worker,0.0002110462,0.0000948040
element,0.0005260406,0.0004810427
genet,0.0000944983,0.0000035113
gener,0.0008473348,0.0008672814
pace,0.0004000428,0.0003054797
night,0.0007591364,0.0006250044
statu,0.0001039481,0.0000842703
courtnei,0.0000031499,0.0000737365
pack,0.0001448974,0.0001264054
jackal,0.0000031499,0.0000737365
piss,0.0000031499,0.0000632027
each,0.0010678309,0.0007865224
creativ,0.0001480473,0.0001580067
lewi,0.0000724487,0.0000807590
anim,0.0008662345,0.0005231778
suppli,0.0000629989,0.0000667140
1900,0.0000031499,0.0000877815
cut,0.0003874431,0.0004669977
warrior,0.0000661488,0.0001755630
anaconda,0.0000031499,0.0000772477
natasha,0.0000031499,0.0000912928
dread,0.0000913484,0.0001018266
two,0.0024947553,0.0025421527
moment,0.0010174318,0.0010077318
perfectli,0.0003622435,0.0001123603
tear,0.0001291477,0.0001018266
superfici,0.0000629989,0.0000807590
nuditi,0.0000661488,0.0001158716
scenario,0.0000661488,0.0000632027
attack,0.0003149944,0.0002528108
humour,0.0001291477,0.0001053378
attach,0.0000031499,0.0000702252
shout,0.0000692988,0.0001404504
mindless,0.0000031499,0.0000772477
graphic,0.0001763968,0.0001228941
creation,0.0001165479,0.0000632027
think,0.0013828252,0.0018328780
team,0.0004315423,0.0005582904
speech,0.0001826967,0.0000948040
watch,0.0014836234,0.0016573150
lyric,0.0000692988,0.0000035113
deliber,0.0000566990,0.0000035113
quit,0.0010772807,0.0007127859
kenobi,0.0000598489,0.0000035113
thing,0.0020380135,0.0024157473
fashion,0.0002582954,0.0001615180
supernatur,0.0000566990,0.0000632027
won't,0.0003464938,0.0003405923
definit,0.0003937430,0.0002528108
spencer,0.0000661488,0.0000035113
anni,0.0001196979,0.0000737365
startl,0.0000755986,0.0000035113
they'r,0.0004693416,0.0007057634
lie,0.0000755986,0.0000035113
they'v,0.0000598489,0.0000737365
anna,0.0001165479,0.0000035113
kevin,0.0003653935,0.0004950877
lip,0.0000031499,0.0000702252
entir,0.0007370868,0.0007198084
shoot,0.0002866449,0.0003546373
liz,0.0000031499,0.0000807590
schumach,0.0000031499,0.0001685405
homer,0.0001007982,0.0000035113
they'd,0.0000031499,0.0000667140
budget,0.0001921466,0.0003125022
advertis,0.0000598489,0.0000035113
doubl,0.0001480473,0.0002106756
actual,0.0012284780,0.0014817520
tension,0.0002047463,0.0001931193
glass,0.0000629989,0.0000877815
eric,0.0000692988,0.0001158716
doubt,0.0003559436,0.0002247207
hopefulli,0.0000818985,0.0000667140
verbal,0.0000598489,0.0000035113
merit,0.0000031499,0.0000667140
develop,0.0005197407,0.0005231778
godzilla,0.0000031499,0.0003616598
importantli,0.0000881984,0.0000632027
page,0.0000031499,0.0000842703
pacino,0.0000566990,0.0000632027
full,0.0004693416,0.0004705089
delici,0.0000724487,0.0000035113
scientist,0.0001511973,0.0001685405
concept,0.0002015964,0.0001755630
becaus,0.0022175603,0.0022191167
awar,0.0001228478,0.0000877815
unforgett,0.0000566990,0.0000035113
awak,0.0000031499,0.0000772477
destini,0.0000629989,0.0000035113
stark,0.0000629989,0.0000035113
stare,0.0000031499,0.0000912928
precis,0.0001102480,0.0000035113
pain,0.0002299459,0.0002212094
disnei,0.0005606900,0.0002528108
center,0.0001826967,0.0001615180
start,0.0009040338,0.0011130696
teen,0.0002204961,0.0003546373
bicker,0.0000031499,0.0000667140
pair,0.0001700970,0.0001966306
equal,0.0003055445,0.0001580067
stylish,0.0000629989,0.0000737365
awai,0.0008662345,0.0008953715
fallen,0.0000881984,0.0000667140
marvel,0.0001102480,0.0000632027
1960,0.0000976483,0.0000035113
fund,0.0000661488,0.0000035113
watson,0.0000818985,0.0000035113
paid,0.0000629989,0.0000772477
anywher,0.0000031499,0.0001334279
short,0.0004724915,0.0003721936
cauldron,0.0001322976,0.0000035113
financi,0.0000787486,0.0000035113
unusu,0.0001228478,0.0000737365
bibl,0.0000566990,0.0000035113
rebecca,0.0000031499,0.0000772477
studio,0.0002551454,0.0003511261
homag,0.0000787486,0.0000702252
three,0.0008914340,0.0009410178
lousi,0.0000031499,0.0000737365
glanc,0.0000598489,0.0000035113
climb,0.0000031499,0.0000632027
cowboi,0.0001291477,0.0000702252
1970,0.0000913484,0.0000035113
tongu,0.0000031499,0.0000807590
golden,0.0000850485,0.0000035113
season,0.0001448974,0.0001088491
heavili,0.0000661488,0.0001228941
enter,0.0002393957,0.0001544955
cameron,0.0003716933,0.0000912928
1990,0.0000755986,0.0000035113
goodman,0.0000913484,0.0000035113
preced,0.0000566990,0.0000035113
psychot,0.0000629989,0.0000702252
depalma,0.0000031499,0.0000702252
memori,0.0002110462,0.0001299166
elliot,0.0000661488,0.0000035113
1980,0.0000787486,0.0000667140
destroi,0.0002425457,0.0002528108
quot,0.0000629989,0.0000948040
recogn,0.0001669470,0.0001053378
angela,0.0000598489,0.0000035113
bright,0.0001322976,0.0001474729
anti,0.0001574972,0.0000772477
unknown,0.0000881984,0.0000877815
1998,0.0001637971,0.0001615180
lot,0.0010426313,0.0011657385
dolor,0.0000598489,0.0000035113
1997,0.0001732469,0.0001369392
1996,0.0000850485,0.0001018266
1995,0.0000787486,0.0001053378
1994,0.0000629989,0.0000035113
1993,0.0000566990,0.0000772477
low,0.0002582954,0.0003160135
antz,0.0001070981,0.0000035113
cinematographi,0.0002299459,0.0001439617
1999,0.0001417475,0.0001334279
meant,0.0000913484,0.0001720518
darryl,0.0000031499,0.0000632027
doll,0.0000598489,0.0000737365
mildli,0.0000031499,0.0000807590
blown,0.0000031499,0.0000772477
lifestyl,0.0000661488,0.0000035113
fiona,0.0000913484,0.0000035113
perspect,0.0001259977,0.0000702252
fellow,0.0001543472,0.0001404504
pauli,0.0000755986,0.0000737365
erot,0.0000629989,0.0000912928
door,0.0002141962,0.0002492995
quick,0.0001858467,0.0002106756
doom,0.0001070981,0.0000983153
dad,0.0001102480,0.0001264054
tell,0.0009796325,0.0009936868
husband,0.0003874431,0.0003265472
dai,0.0013733754,0.0012921439
dan,0.0000629989,0.0000702252
shown,0.0001700970,0.0001685405
courtroom,0.0001007982,0.0000772477
jordan,0.0000881984,0.0000035113
magazin,0.0000850485,0.0000842703
religi,0.0000976483,0.0000667140
affair,0.0001543472,0.0001369392
suppos,0.0002803450,0.0008637701
island,0.0001732469,0.0002247207
liter,0.0001417475,0.0001685405
particular,0.0002110462,0.0001790743
monica,0.0000031499,0.0000632027
water,0.0002771950,0.0003300585
done,0.0006803878,0.0005969143
slasher,0.0000755986,0.0001650292
corps,0.0000031499,0.0000737365
psychlo,0.0000031499,0.0001264054
countless,0.0000031499,0.0000912928
friendli,0.0000913484,0.0000702252
superman,0.0000031499,0.0000667140
achiev,0.0002614453,0.0001755630
scienc,0.0004283923,0.0002317432
tens,0.0000976483,0.0000035113
entertain,0.0008788343,0.0006811846
adequ,0.0000629989,0.0000807590
mike,0.0002393957,0.0001053378
part,0.0012032785,0.0012956552
mafia,0.0000566990,0.0000035113
suicid,0.0001070981,0.0001228941
wildli,0.0000629989,0.0000632027
unexpect,0.0000850485,0.0000877815
tend,0.0001196979,0.0000842703
east,0.0000031499,0.0000632027
dora,0.0000598489,0.0000035113
relief,0.0001322976,0.0001228941
pari,0.0000031499,0.0001299166
easi,0.0003086945,0.0002668558
park,0.0002362458,0.0002387657
built,0.0000976483,0.0000807590
nello,0.0000787486,0.0000035113
diamond,0.0000755986,0.0000948040
third,0.0002488455,0.0002879234
dramat,0.0003244442,0.0002668558
build,0.0003590936,0.0002773896
wallac,0.0000944983,0.0000035113
earn,0.0001007982,0.0001334279
further,0.0001921466,0.0001790743
luc,0.0000031499,0.0000632027
awesom,0.0000755986,0.0000035113
ident,0.0001448974,0.0001544955
addit,0.0001700970,0.0001720518
intellig,0.0004535919,0.0003757049
couldn't,0.0002047463,0.0003405923
divorc,0.0000692988,0.0000702252
path,0.0001385975,0.0000948040
crack,0.0001102480,0.0001264054
record,0.0001669470,0.0001439617
crisi,0.0001165479,0.0000035113
chicago,0.0000724487,0.0000667140
cuba,0.0001007982,0.0000035113
crisp,0.0000566990,0.0000035113
inan,0.0000031499,0.0001193829
pass,0.0002740451,0.0003757049
past,0.0005039910,0.0004353963
mile,0.0001889966,0.0000807590
mild,0.0000566990,0.0000035113
impact,0.0001889966,0.0001896081
shock,0.0002803450,0.0002352545
bill,0.0003370440,0.0002563220
especi,0.0006961375,0.0004740202
whose,0.0006299887,0.0005161553
mill,0.0000629989,0.0000035113
lesbian,0.0000566990,0.0000772477
carefulli,0.0000818985,0.0000035113
adult,0.0003433439,0.0002071644
descript,0.0000566990,0.0000035113
treatment,0.0000692988,0.0000772477
denis,0.0000661488,0.0000035113
sentenc,0.0000818985,0.0000772477
thriller,0.0003622435,0.0005512679
grasp,0.0000629989,0.0000035113
inde,0.0002110462,0.0001474729
hotel,0.0001259977,0.0001193829
term,0.0002362458,0.0001544955
celebr,0.0001637971,0.0001264054
indi,0.0000031499,0.0000667140
volcano,0.0000031499,0.0000807590
brad,0.0000881984,0.0000737365
mine,0.0000787486,0.0001860968
mind,0.0007748861,0.0007162972
waitress,0.0000661488,0.0000035113
kubrick,0.0000850485,0.0000035113
right,0.0012064284,0.0010252881
opposit,0.0001480473,0.0001474729
insid,0.0002677452,0.0002036531
stage,0.0002425457,0.0002106756
cynic,0.0000944983,0.0000842703
borrow,0.0001039481,0.0000772477
paul,0.0002614453,0.0003616598
under,0.0004346922,0.0005547792
desert,0.0001322976,0.0001088491
deserv,0.0003748433,0.0002457882
did,0.0008662345,0.0012324525
onscreen,0.0000031499,0.0000737365
ryan,0.0003370440,0.0002282319
die,0.0002645953,0.0002844121
london,0.0000913484,0.0000842703
hollywood,0.0007811860,0.0006776733
dig,0.0000031499,0.0000807590
fienn,0.0000944983,0.0000035113
down,0.0012473777,0.0013448128
capon,0.0000566990,0.0000035113
elabor,0.0000755986,0.0001018266
later,0.0005134408,0.0005021103
habit,0.0000031499,0.0000667140
margaret,0.0001039481,0.0000035113
bird,0.0001039481,0.0000632027
clue,0.0000913484,0.0001299166
legal,0.0000850485,0.0000035113
club,0.0001700970,0.0002422770
forgotten,0.0000818985,0.0001123603
test,0.0001480473,0.0001790743
brown,0.0002204961,0.0001088491
month,0.0002078963,0.0002247207
monti,0.0000755986,0.0000035113
murrai,0.0000787486,0.0000632027
final,0.0012158782,0.0010007093
nude,0.0000031499,0.0000667140
cring,0.0000031499,0.0000632027
distract,0.0001574972,0.0001544955
occasion,0.0002519955,0.0002598333
mobster,0.0000598489,0.0000035113
virtual,0.0002047463,0.0002001419
rather,0.0008693844,0.0007900336
back,0.0015088230,0.0014501506
kline,0.0000031499,0.0000737365
endless,0.0000629989,0.0000948040
compani,0.0002897948,0.0002563220
miss,0.0003968929,0.0005372229
pound,0.0000031499,0.0000632027
load,0.0000818985,0.0000948040
journei,0.0001858467,0.0000912928
bite,0.0000692988,0.0000948040
nuclear,0.0001574972,0.0000737365
human,0.0010331815,0.0007759886
ingredi,0.0000629989,0.0000667140
coincid,0.0000031499,0.0000632027
henri,0.0002204961,0.0000877815
custom,0.0000913484,0.0000035113
robinson,0.0000031499,0.0000912928
length,0.0001669470,0.0001650292
babi,0.0001858467,0.0002212094
priest,0.0000031499,0.0001018266
grand,0.0001448974,0.0000842703
babe,0.0001291477,0.0000983153
beach,0.0001165479,0.0000912928
interpret,0.0000850485,0.0000035113
tommi,0.0001039481,0.0000912928
worthi,0.0001511973,0.0001088491
relat,0.0001637971,0.0001755630
grant,0.0001511973,0.0002247207
farquaad,0.0000787486,0.0000035113
devot,0.0000944983,0.0000912928
convers,0.0001354476,0.0001299166
ignor,0.0001574972,0.0001264054
construct,0.0001102480,0.0000667140
thirteenth,0.0000787486,0.0000035113
attempt,0.0005449402,0.0009761305
charisma,0.0000629989,0.0000035113
influenc,0.0001259977,0.0000035113
relish,0.0000598489,0.0000035113
stale,0.0000031499,0.0000772477
stalk,0.0000031499,0.0001299166
lock,0.0000661488,0.0000035113
mimic,0.0000031499,0.0000702252
pitch,0.0000566990,0.0000807590
fear,0.0003370440,0.0002212094
episod,0.0001889966,0.0002071644
curti,0.0000629989,0.0000035113
made,0.0012505276,0.0016046461
texa,0.0000692988,0.0000842703
manag,0.0006236888,0.0006495832
warner,0.0000031499,0.0000772477
juliet,0.0000566990,0.0000035113
field,0.0001700970,0.0001509842
palma,0.0000031499,0.0000877815
doe,0.0022175603,0.0020295086
maniac,0.0000031499,0.0000667140
dog,0.0004756415,0.0004494414
upset,0.0000755986,0.0000035113
don,0.0001102480,0.0001931193
thief,0.0000031499,0.0000842703
skin,0.0000724487,0.0001404504
unfortun,0.0003968929,0.0007514098
skip,0.0000031499,0.0001018266
baldwin,0.0000976483,0.0001264054
twenti,0.0001826967,0.0001685405
mention,0.0002582954,0.0003581486
mad,0.0001480473,0.0001720518
cult,0.0001322976,0.0000912928
mai,0.0013009267,0.0010182656
known,0.0004283923,0.0003651711
crime,0.0003244442,0.0002914346
man,0.0019403653,0.0017626528
stand,0.0004472920,0.0004564639
surround,0.0001889966,0.0001228941
mar,0.0001228478,0.0003757049
insan,0.0001039481,0.0000702252
variou,0.0002330958,0.0001931193
frankenstein,0.0000818985,0.0000035113
max,0.0001795468,0.0002598333
forward,0.0001228478,0.0001720518
darth,0.0000692988,0.0000035113
urg,0.0000661488,0.0000632027
climact,0.0000787486,0.0000842703
suprem,0.0000566990,0.0000035113
addict,0.0000850485,0.0000807590
intrigu,0.0001921466,0.0001580067
pretenti,0.0000031499,0.0000912928
feet,0.0000850485,0.0001369392
opera,0.0001165479,0.0000948040
mail,0.0000881984,0.0000035113
subject,0.0003527937,0.0002668558
feel,0.0014363743,0.0012184074
edward,0.0002425457,0.0001123603
main,0.0005071409,0.0005969143
convent,0.0001732469,0.0001053378
strip,0.0000787486,0.0001018266
karen,0.0000787486,0.0000702252
conveni,0.0000566990,0.0001228941
commun,0.0002393957,0.0001439617
exactli,0.0003842931,0.0003862387
credit,0.0004252424,0.0005793580
alter,0.0000881984,0.0000035113
brook,0.0000850485,0.0000737365
ideal,0.0001385975,0.0000035113
dry,0.0000787486,0.0000807590
aspir,0.0000629989,0.0000702252
maguir,0.0000692988,0.0000035113
failur,0.0000755986,0.0001685405
stahl,0.0000031499,0.0000737365
servic,0.0000976483,0.0000877815
martial,0.0001669470,0.0000807590
background,0.0001889966,0.0001650292
comedi,0.0011434295,0.0013237453
exagger,0.0000629989,0.0000035113
nonetheless,0.0000818985,0.0000035113
critiqu,0.0000787486,0.0000983153
blend,0.0000913484,0.0000035113
superhero,0.0000031499,0.0000667140
martian,0.0000031499,0.0000948040
overact,0.0000031499,0.0000842703
ellen,0.0000598489,0.0000035113
meg,0.0000629989,0.0000912928
breath,0.0001165479,0.0001053378
cinemat,0.0001889966,0.0001544955
ball,0.0001070981,0.0001369392
mel,0.0001448974,0.0000772477
men,0.0008347351,0.0006144706
repeat,0.0000031499,0.0001228941
sitcom,0.0000692988,0.0001193829
met,0.0000818985,0.0000842703
fulfil,0.0001133980,0.0000035113
make,0.0042020248,0.0042732042
capit,0.0000031499,0.0000948040
banal,0.0000031499,0.0000667140
competit,0.0000692988,0.0000035113
thread,0.0000031499,0.0000667140
stake,0.0000598489,0.0000035113
dub,0.0000629989,0.0000667140
fright,0.0000031499,0.0000807590
dud,0.0000031499,0.0000737365
due,0.0002866449,0.0002212094
gratuit,0.0000031499,0.0000877815
threat,0.0001165479,0.0000737365
breast,0.0000031499,0.0001264054
princip,0.0000755986,0.0000667140
inform,0.0001921466,0.0002106756
depend,0.0000661488,0.0000948040
about,0.0042870733,0.0050527040
commit,0.0001763968,0.0001474729
lola,0.0000661488,0.0000035113
cure,0.0000598489,0.0000035113
danger,0.0002141962,0.0002176982
crash,0.0001700970,0.0001790743
patch,0.0000598489,0.0002457882
character,0.0001700970,0.0001264054
bank,0.0001543472,0.0000948040
dvd,0.0001606471,0.0000702252
bang,0.0000031499,0.0001439617
stick,0.0001606471,0.0001544955
band,0.0001889966,0.0001790743
height,0.0000598489,0.0000035113
10,0.0005291905,0.0006074481
boxer,0.0000598489,0.0000035113
12,0.0000818985,0.0000912928
13,0.0001259977,0.0001334279
15,0.0000913484,0.0001193829
17,0.0001070981,0.0000667140
myself,0.0002078963,0.0002879234
invent,0.0001574972,0.0001474729
sleepi,0.0000850485,0.0000035113
benefit,0.0000881984,0.0000842703
labor,0.0000976483,0.0000035113
miller,0.0001102480,0.0001158716
empir,0.0000818985,0.0000035113
encount,0.0001889966,0.0001755630
20,0.0001070981,0.0001650292
male,0.0001763968,0.0001825856
qualiti,0.0002740451,0.0003230360
25,0.0000566990,0.0000035113
hasn't,0.0001259977,0.0001404504
mib,0.0000661488,0.0000035113
lone,0.0001511973,0.0001053378
mid,0.0000944983,0.0000772477
cute,0.0001889966,0.0001931193
long,0.0011371296,0.0011762723
fell,0.0000031499,0.0000632027
trooper,0.0001669470,0.0001369392
industri,0.0001763968,0.0001474729
defin,0.0001543472,0.0000877815
relationship,0.0007118873,0.0004740202
mix,0.0002488455,0.0001860968
30,0.0000976483,0.0001018266
everydai,0.0000724487,0.0000035113
bother,0.0000031499,0.0001720518
though,0.0013009267,0.0011903173
childhood,0.0001039481,0.0000632027
star,0.0018332672,0.0017907429
polit,0.0004882413,0.0001580067
appeal,0.0002488455,0.0002282319
gordon,0.0000031499,0.0000772477
dirti,0.0000755986,0.0000807590
appear,0.0007654363,0.0010393331
stab,0.0000724487,0.0000948040
polic,0.0003244442,0.0003441035
progress,0.0001637971,0.0001334279
oper,0.0001889966,0.0001755630
nurs,0.0000629989,0.0000035113
